index,Names,Gender,Count,Probability,quote,author,tags,likes
480,Jim,M,153801,0.000420913,"Focus on your strengths, not your weaknesses","Roy T. Bennett,",authentic-living;being-positive;blessing;blessings;character;focus;inspiration;inspirational;inspirational-quotes;life;life-quotes;motivation;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;reputation;strength;weakness,1626
481,Nora,F,153639,0.00042047,"When in a relationship, a real man doesn't make his woman jealous of others, he makes others jealous of his woman.","Steve Maraboli,",boyfriend;girlfriend;inspirational;jealous;life;love;marriage;men;motivational;relationship;women,1509
482,Maureen,F,152294,0.000416789,Never stop dreaming,"Roy T. Bennett,",believe;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;never-give-up;never-stop-believing;never-stop-dreaming;never-stop-learning;never-stop-trying;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success,1488
483,Brent,M,152033,0.000416075,"For like a shaft, clear and cold, the thought pierced him that in the end the Shadow was only a small and passing thing: there was light and high beauty for ever beyond its reach.","J.R.R. Tolkien,",hope;inspirational,1468
484,Heidi,F,151914,0.000415749,"It is always the false that makes you suffer, the false desires and fears, the false values and ideas, the false relationships between people. Abandon the false and you are free of pain; truth makes happy, truth liberates.",Sri Nisargadatta Maharaj,inspirational;spiritual;truth,1356
485,Derrick,M,151297,0.000414061,"When each day is the same as the next, it??s because people fail to recognize the good things that happen in their lives every day that the sun rises.","Paulo Coelho,",inspirational,1307
486,Mario,M,151205,0.000413809,My heart is warm with the friends I make,"Edna St. Vincent Millay,",friends;inspirational;train,1286
487,Nellie,F,150289,0.000411302,Those who look for the bad in people will surely find it.,Abraham Lincoln,inspirational,1276
488,Lindsay,F,150081,0.000410733,Fiction is art and art is the triumph over chaos?? to celebrate a world that lies spread out around us like a bewildering and stupendous dream.,John Cheever,books;fiction;inspirational;on-fiction;writing,1270
489,Kristina,F,149828,0.00041004,I dreamed I spoke in another's language,"Clive Barker,",inspirational;love;poetry,1265
490,Shelby,F,149560,0.000409307,"What would come, would come...and you would have to meet it, when it did.","J.K. Rowling,",inspirational;life;que-sera-sera,1265
491,Terri,F,148793,0.000407208,I'd rather be a rising ape than a falling angel.,Terry Pratchett,humour;inspirational,1255
492,Destiny,F,148447,0.000406261,Resentment is like drinking poison and then hoping it will kill your enemies.,Nelson Mandela,forgiveness;inspirational,1250
493,Vernon,M,148317,0.000405905,"I learned this, at least, by my experiment; that if one advances confidently in the direction of his dreams, and endeavors to live the life which he has imagined, he will meet with a success unexpected in common hours..","Thoreau, Henry David",confidence;dreams;inspirational;life,1249
494,Paige,F,146805,0.000401767,"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.","Stephen King,",inspirational;productivity;writing,1243
495,Chris,M,146802,0.000401759,Go into yourself. Find out the reason that commands you to write; see whether it has spread its roots into the very depths of your heart; confess to yourself whether you would have to die if you were forbidden to write,Rainer Maria Rilke,act-of-creation;art;creativity;inspirational;poetry;writing,1242
496,Marc,M,146384,0.000400615,"You've got this life and while you've got it, you'd better kiss like you only have one moment, try to hold someone's hand like you will never get another chance to, look into people's eyes like they're the last you'll ever see, watch someone sleeping like there's no time left, jump if you feel like jumping, run if you feel like running, play music in your head when there is none, and eat cake like it's the only one left in the world!",C. JoyBell C.,cake;inspirational;inspirational-life;inspirational-quotes;inspiring;kissing;life-and-living;living;music;passion,1238
497,Violet,F,146247,0.00040024,You must learn to let go. Release the stress. You were never in control anyway.,"Steve Maraboli,",control;inspirational;letting-go;life;motivational;stress,1237
498,Willie,F,146229,0.000400191,"We have to create culture, don't watch TV, don't read magazines, don't even listen to NPR. Create your own roadshow. The nexus of space and time where you are now is the most immediate sector of your universe, and if you're worrying about Michael Jackson or Bill Clinton or somebody else, then you are disempowered, you're giving it all away to icons, icons which are maintained by an electronic media so that you want to dress like X or have lips like Y. This is shit-brained, this kind of thinking. That is all cultural diversion, and what is real is you and your friends and your associations, your highs, your orgasms, your hopes, your plans, your fears. And we are told 'no', we're unimportant, we're peripheral. 'Get a degree, get a job, get a this, get a that.' And then you're a player, you don't want to even play in that game. You want to reclaim your mind and get it out of the hands of the cultural engineers who want to turn you into a half-baked moron consuming all this trash that's being manufactured out of the bones of a dying world.",Terence McKenna,consumerism;culture;inspirational;life;tv;wisdom,1234
499,Arlene,F,145657,0.000398625,Man cannot discover new oceans unless he has the courage to lose sight of the shore.,Andre Gide,courage;daring;discovery;exploration;inspirational,1234
500,Sue,F,145011,0.000396858,"I will not try to convince you to love me, to respect me, to commit to me. I deserve better than that; I AM BETTER THAN THAT...Goodbye.","Steve Maraboli,",breakup;commit;deserve;goodbye;happiness;inspirational;life;love;motivational;relationship;respect,1228
501,Cole,M,144997,0.000396819,What a large volume of adventures may be grasped within the span of his little life by him who interests his heart in everything.,Laurence Sterne,curiosity;inspirational,1219
502,Daisy,F,144704,0.000396017,"It is not death that a man should fear, but he should fear never beginning to live.","Marcus Aurelius,",death;fear;inspirational,1219
503,Sabrina,F,144528,0.000395536,"If you dare nothing, then when the day is over, nothing is all you will have gained.","Neil Gaiman,",inspirational,1216
504,Ricardo,M,144483,0.000395413,"Equality is not a concept. It's not something we should be striving for. It's a necessity. Equality is like gravity. We need it to stand on this earth as men and women, and the misogyny that is in every culture is not a true part of the human condition. It is life out of balance, and that imbalance is sucking something out of the soul of every man and woman who's confronted with it. We need equality. Kinda now.",Joss Whedon,equality;fairness;feminism;freedom-of-choice;inspirational;truth,1211
505,Carmen,F,144016,0.000394134,"If you are lazy, and accept your lot, you may live in it. If you are willing to work, you can write your name anywhere you choose.","Gene Stratton-Porter,",industriousness;inspirational,1206
506,Clyde,M,143298,0.000392169,Those who bring sunshine to the lives of others cannot keep it from themselves.,J.M. Barrie,inspirational,1203
507,Marian,F,142381,0.00038966,A goal without a plan is just a wish.,Antoine de Saint-Exup??ry,enterprise;humor;inspirational;planning,1198
508,Vera,F,142252,0.000389307,For myself I am an optimist - it does not seem to be much use to be anything else.,Winston S. Churchill,inspirational;optimism,1196
509,Constance,F,141989,0.000388587,"Whatever the mind can conceive and believe, it can achieve.","Napoleon Hill,",inspirational;motivational;success,1185
510,Deanna,F,141491,0.000387224,Smile more. Smiling can make you and others happy.,"Roy T. Bennett,",happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;smile,1539
511,Wilma,F,140823,0.000385396,What's done is done. What's gone is gone. One of life's lessons is always moving on. It??s okay to look back to see how far you??ve come but keep moving forward.,"Roy T. Bennett,",inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-going;keep-moving-forward;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1525
512,Colin,M,140689,0.000385029,"The biggest wall you have to climb is the one you build in your mind: Never let your mind talk you out of your dreams, trick you into giving up. Never let your mind become the greatest obstacle to success. To get your mind on the right track, the rest will follow.","Roy T. Bennett,",dream;dreams;dreams-quotes;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;mind;mind-quotes;motivation;motivational;obstacle;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success;success-quotes,1514
513,Melinda,F,140656,0.000384939,Do not let arrogance go to your head and despair to your heart; do not let compliments go to your head and criticisms to your heart; do not let success go to your head and failure to your heart.,"Roy T. Bennett,",arrogance;compliment;criticism;despair;failure;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success,1425
514,Tom,M,140520,0.000384567,"After all,"" Anne had said to Marilla once, ""I believe the nicest and sweetest days are not those on which anything very splendid or wonderful or exciting happens but just those that bring simple little pleasures, following one another softly, like pearls slipping off a string.","L.M. Montgomery,",home;inspirational;pearls;pleasures;simple,1383
515,Lena,F,140358,0.000384123,Be like the sun for grace and mercy. Be like the night to cover others' faults. Be like running water for generosity. Be like death for rage and anger. Be like the Earth for modesty. Appear as you are. Be as you appear.,Rumi,inspirational,1319
516,Tamara,F,140156,0.000383571,"I was suffering the easily foreseeable consequences. Addiction is the hallmark of every infatuation-based love story. It all begins when the object of your adoration bestows upon you a heady, hallucinogenic dose of something you never dared to admit you wanted-an emotional speedball, perhaps, of thunderous love and roiling excitement. Soon you start craving that intense attention, with a hungry obsession of any junkie. When the drug is witheld, you promptly turn sick, crazy, and depleted (not to mention resentful of the dealer who encouraged this addiction in the first place but now refuses to pony up the good stuff anymore-- despite the fact that you know he has it hidden somewhere, goddamn it, because he used to give it to you for free). Next stage finds you skinny and shaking in a corner, certain only that you would sell your soul or rob your neighbors just to have 'that thing' even one more time. Meanwhile, the object of your adoration has now become repulsed by you. He looks at you like you're someone he's never met before, much less someone he once loved with high passion. The irony is,you can hardly blame him. I mean, check yourself out. You're a pathetic mess,unrecognizable even to your own eyes. So that's it. You have now reached infatuation's final destination-- the complete and merciless devaluation of self."" - pg 20-21",Elizabeth Gilbert,heartache;inspirational;relationships,1263
517,Joy,F,139647,0.000382178,The great thing to remember is that though our feelings come and go God's love for us does not.,C.S. Lewis,god;inspirational;love,1239
518,Faith,F,139589,0.000382019,Nothing can disturb your peace of mind unless you allow it to.,"Roy T. Bennett,",inner-peace;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;peace-of-mind;positive;positive-affirmation;positive-life;positive-thinking,1227
519,Clayton,M,139536,0.000381874,"Any emotion, if it is sincere, is involuntary.",Mark Twain,inspirational,1211
520,Maurice,M,139157,0.000380837,"It is by no means an irrational fancy that, in a future existence, we shall look upon what we think our present existence, as a dream.",Edgar Allan Poe,age;dark;dreaming;dreams;future;inspirational;past;time,1210
521,Gabrielle,F,139088,0.000380648,"Responsibility to yourself means refusing to let others do your thinking, talking, and naming for you...it means that you do not treat your body as a commodity with which to purchase superficial intimacy or economic security; for our bodies to be treated as objects, our minds are in mortal danger. It means insisting that those to whom you give your friendship and love are able to respect your mind. It means being able to say, with Charlotte Bronte's Jane Eyre: ""I have an inward treasure born with me, which can keep me alive if all the extraneous delights should be withheld or offered only at a price I cannot afford to give",Adrienne Rich,feminism;inspirational,1208
522,Cory,M,138977,0.000380344,"And out of that hopeless attempt has come nearly all that we call human history??money, poverty, ambition, war, prostitution, classes, empires, slavery??the long terrible story of man trying to find something other than God which will make him happy.","C.S. Lewis,",c-s-lewis;god;human;inspirational;mere-christianity;religious;slavery,1203
523,Franklin,M,138603,0.00037932,"Make a pact with yourself today to not be defined by your past. Sometimes the greatest thing to come out of all your hard work isn't what you get for it, but what you become for it. Shake things up today! Be You...Be Free...Share.","Steve Maraboli,",action;authenticity;gratitude;hard-work;inspirational;life;life-lessons;motivational;success,1201
524,Ivan,M,138354,0.000378639,"The strongest people find the courage and caring to help others, even if they are going through their own storm.","Roy T. Bennett,",courage;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;strong,1178
525,Xavier,M,138213,0.000378253,???????? ??? ?? ??? ????? ????? .. ????? ?? ??? ????? ?????,???? ?????,inspirational;life,1172
526,Charlene,F,138170,0.000378135,"If you do follow your bliss you put yourself on a kind of track that has been there all the while, waiting for you, and the life that you ought to be living is the one you are living. Follow your bliss and don't be afraid, and doors will open where you didn't know they were going to be.",Joseph Campbell,follow-your-bliss;inspirational;self-actualization,1163
527,Katelyn,F,138070,0.000377862,"We come spinning out of nothingness, scattering stars like dust.",Rumi,inspirational,1160
528,Francisco,M,138061,0.000377837,"I thank you God for this most amazing day, for the leaping greenly spirits of trees, and for the blue dream of sky and for everything which is natural, which is infinite, which is yes.",e.e. cummings,inspirational,1159
529,Sofia,F,137267,0.000375664,Kindness is not a business. True kindness expects nothing in return and should never act with conditions.,"Roy T. Bennett,",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;kindness;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1152
530,Garrett,M,137167,0.000375391,Luck is what happens when preparation meets opportunity.,Seneca,inspirational,1150
531,Myrtle,F,137014,0.000374972,"What you have to decide... is how you want your life to be. If your forever was ending tomorrow, would this be how you'd want to have spent it? Listen, the truth is, nothing is guaranteed. You know that more than anybody. So dont be afraid. Be alive.","Sarah Dessen,",enjoy-life;inspirational;self-actualization,1144
532,Cora,F,136752,0.000374255,Don't ever take a fence down until you know why it was put up.,Robert Frost,advice;caution;cautionary;inspirational,1139
533,Jordan,F,136682,0.000374063,Getting something and having the wits to use it...those are two different things.,"Rick Riordan,",inspirational;wits,1133
534,Alejandro,M,136553,0.00037371,"If I am to be fallen into love, I will. And if as a result I will appear to be stupid, disillusioned, and of poor judgment, I will. And I would be damned if I cared what other people think. For I would rather be thought of as all of these things, than not love. If in loving, I become the naked woman on the horse, I will ride that horse with my head held high. This is my spirit. I am unbreakable.",C. JoyBell C.,bravery;courage;fearless;fight-for-love;human;inspirational;inspirational-love;inspirational-quotes;inspiring;love;passion;passionate-life;passionate-love;strength;unbreakable;unbreakable-spirit,1129
535,Herman,M,136519,0.000373617,Oh the places you'll go! There is fun to be done! There are points to be scored. There are games to be won. And the magical things you can do with that ball will make you the winning-est winner of all.,"Dr. Seuss,",anticipation;inspirational;life;self-determination;self-reliance,1123
536,Mabel,F,136118,0.00037252,"I never said it would be easy, I only said it would be worth it.",Mae West,inspirational;religious,1123
537,Jorge,M,135370,0.000370473,Do all the good you can,John Wesley,advice-for-daily-living;christian-living;inspirational,1116
538,Marcia,F,135064,0.000369635,"We??re here, and then we??re gone, and it??s not about the time we??re here, but what we do with the time.","Rick Yancey,",inspirational;life,1096
539,Grant,M,134664,0.00036854,Our life is what our thoughts make it.,"Marcus Aurelius,",attitude;inspirational;life,1086
540,Marlene,F,134648,0.000368497,Sometimes all a person wants is an empathetic ear; all he or she needs is to talk it out. Just offering a listening ear and an understanding heart for his or her suffering can be a big comfort.,Roy T. Bennett,empathy;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;listening;listening-ear;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;understanding,1430
541,Erika,F,133683,0.000365856,"Everyone you meet is a part of your journey, but not all of them are meant to stay in your life. Some people are just passing through to bring you gifts; either they're blessings or lessons.","Roy T. Bennett,",blessing;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1425
542,Zoe,F,133298,0.000364802,"Count your blessings, not your problems. Count your own blessings, not someone else's. Remember that jealousy is when you count someone else's blessings instead of your own.","Roy T. Bennett,",blessings;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1392
543,Mackenzie,F,132869,0.000363628,"A smile puts you on the right track. A smile makes the world a beautiful place. When you lose your smile, you lose your way in the chaos of life.","Roy T. Bennett,",happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;smile;smiles;smiling,1381
544,Glen,M,132569,0.000362807,Patience Is Not the Ability to Wait,"Roy T. Bennett,",calm;faith;growth;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;opportunity;optimism;optimistic;patience;positive;positive-affirmation;positive-life;positive-thinking,1239
545,Viola,F,132029,0.000361329,Guard well your thoughts when alone and your words when accompanied.,Roy T. Bennett,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;thoughts;wisdom;wise;words;words-of-wisdom,1233
546,Gilbert,M,131738,0.000360533,"Each day brings new opportunities, allowing you to constantly live with love??be there for others??bring a little light into someone's day. Be grateful and live each day to the fullest.","Roy T. Bennett,",gratitude;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;light;live-life-to-the-fullest;living;love;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1223
547,Jake,M,131649,0.000360289,"You are unique. You have different talents and abilities. You don??t have to always follow in the footsteps of others. And most important, you should always remind yourself that you don't have to do what everyone else is doing and have a responsibility to develop the talents you have been given.","Roy T. Bennett,",ability;be-yourself;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;talent,1222
548,Mattie,F,131570,0.000360073,"Don??t ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.",Howard Thurman,inspirational,1202
549,Nina,F,131558,0.00036004,"I'm not in search of sanctity, sacredness, purity; these things are found after this life, not in this life; but in this life I search to be completely human: to feel, to give, to take, to laugh, to get lost, to be found, to dance, to love and to lust, to be so human.",C. JoyBell C.,dancing;feeling;human;human-nature;humanism;humanity;inspiration;inspirational;inspirational-life;inspirational-quotes;life;life-and-living;living;living-life;passion;purity;sacredness;sanctity,1175
550,Claudia,F,131194,0.000359044,A mathematical formula for happiness:Reality divided by Expectations.There were two ways to be happy:improve your reality or lower your expectations.,"Jodi Picoult,",advice;happiness;inspirational;mathematical,1147
551,Lester,M,130881,0.000358187,"Courage is feeling fear, not getting rid of fear, and taking action in the face of fear.","Roy T. Bennett,",courage;fear;fearless;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1138
552,Kaylee,F,130325,0.000356666,Live the Life of Your Dream,"Roy T. Bennett,",achievement;act;action;being-positive;belief;believe-in-yourself;do;doing;dreams;hard-work;inspiration;inspirational;life;live;living;living-life;mistakes;motivation;motivational;obstacles;optimism;optimistic;perseverance;positive;positive-affirmation;positive-life;positive-thinking;self-belief;setbacks;start;startup,1097
553,Avery,F,129423,0.000354197,"My father had taught me to be nice first, because you can always be mean later, but once you've been mean to someone, they won't believe the nice anymore. So be nice, be nice, until it's time to stop being nice, then destroy them.","Laurell K. Hamilton,",inspirational;life;meredith-gentry;nice,1096
554,Elmer,M,129113,0.000353349,"But remember, boy, that a kind act can sometimes be as powerful as a sword.","Rick Riordan,",inspirational;kind;kindness;powerful;sword,1094
555,Tanya,F,129077,0.00035325,Never dull your shine for somebody else.,Tyra Banks,be-yourself;confidence;inspirational;self-expression;shine,1083
556,Andre,M,128957,0.000352922,You are in charge of your own happiness; you don't need to wait for other people's permission to be happy.,"Roy T. Bennett,",happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1082
557,Alexa,F,128949,0.0003529,There's more to life than dating the boy on the football team.,Taylor Swift,inspirational,1081
558,Jennie,F,128211,0.00035088,People don't realize how a man's whole life can be changed by one book.,Malcolm X,books;inspirational;literacy;religious,1079
559,Autumn,F,127839,0.000349862,"Perfectionism is the enemy of happiness. Embrace being perfectly imperfect. Learn from your mistakes and forgive yourself, you??ll be happier. We make mistakes because we are imperfect. Learn from your mistakes, forgive yourself, and keep moving forward.","Roy T. Bennett,",happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;learning;life;life-and-living;life-lessons;life-quotes;living;mistake;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1071
560,Sadie,F,127798,0.00034975,"With all its sham, drudgery, and broken dreams","Max Ehrmann,",happiness;inspirational;philosophical,1066
561,Gene,M,127453,0.000348806,Government exists to protect us from each other. Where government has gone beyond its limits is in deciding to protect us from ourselves.,Ronald Reagan,freedom-of-choice;government;inspirational;political-philosophy;politics,1063
562,Sam,M,127192,0.000348092,"However mean your life is, meet it and live it; do not shun it and call it hard names. It is not so bad as you are. It looks poorest when you are richest. The fault-finder will find faults even in paradise. Love your life, poor as it is. You may perhaps have some pleasant, thrilling, glorious hours, even in a poorhouse","Henry David Thoreau,",adversity;hard-times;inspiration;inspirational;life;motivational,1059
563,Marissa,F,125981,0.000344777,I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin but by the content of their character.,Martin Luther King Jr.,character;dream;inspirational;prejudice;race,1048
564,Colton,M,125903,0.000344564,"Whatever comes,"" she said, ""cannot alter one thing. If I am a princess in rags and tatters, I can be a princess inside. It would be easy to be a princess if I were dressed in cloth of gold, but it is a great deal more of a triumph to be one all the time when no one knows it.","Frances Hodgson Burnett,",a-little-princess;frances-hodgson-burnett;inspirational;princess,1036
565,Spencer,M,125170,0.000342558,The rights of every man are diminished when the rights of one man are threatened.,John F. Kennedy,human-rights;inspirational;politics,1036
566,Eli,M,125140,0.000342476,"Life was meant to be lived, and curiosity must be kept alive. One must never, for whatever reason, turn his back on life.",Eleanor Roosevelt,inspirational;life,1035
567,Alison,F,125010,0.00034212,"Any intelligent fool can make things bigger, more complex, and more violent. It takes a touch of genius ?? and a lot of courage to move in the opposite direction.",E.F. Schumacher,complexity;elegance;genius;inspirational;simplicity;violence,1022
568,Caitlin,F,124117,0.000339676,"No! Try not. Do, or do not. There is no try.","George Lucas,",humor;inspirational;jedi;life;philosophy;star-wars,1019
569,Harvey,M,123737,0.000338636,?? ???? ??? ???? ???,???? ????? ??????,inspirational;life,1005
570,Tonya,F,123644,0.000338382,"You cannot change anyone, but you can be the reason someone changes.","Roy T. Bennett,",change;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1214
571,Priscilla,F,123386,0.000337675,The surest way to make your dreams come true is to live them.,Roy T. Bennett,dream;dream-comes-true;dreams;dreams-come-true;dreams-quotes;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;living-life;motivational;motivational-inspirational;positive-affirmation;positive-life;positive-thinking;positivity,1173
572,Addison,F,123315,0.000337481,"Do not stop thinking of life as an adventure. You have no security unless you can live bravely, excitingly, imaginatively; unless you can choose a challenge instead of competence.","Eleanor Roosevelt,",inspirational;motivational;women,1145
573,Isabel,F,122629,0.000335604,"Don't think. Thinking is the enemy of creativity. It's self-conscious and anything self-conscious is lousy. You can't ""try"" to do things. You simply ""must"" do things.",Ray Bradbury,inspirational,1141
574,Angelina,F,122564,0.000335426,"To have what you have never had, you have to do what you have never done.","Roy T. Bennett,",action;courage-quotes;courageous;doing;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1102
575,Brayden,M,122535,0.000335347,"What's the world's greatest lie?... It's this: that at a certain point in our lives, we lose control of what's happening to us, and our lives become controlled by fate.",Paulo Coelho,inspirational,1079
576,Sophie,F,122211,0.00033446,"If you hang out with chickens, you're going to cluck and if you hang out with eagles, you're going to fly.","Steve Maraboli,",accountability;friends;inspirational;life;motivational;purpose;responsibility;success,1074
577,Chester,M,121517,0.000332561,Be melting snow,"Rumi,",inspirational,1073
578,Jeff,M,120870,0.00033079,Get Off The Scale,"Steve Maraboli,",beauty;inspirational;life;motivational;scale;self-empowerment;self-image;weight-loss,1056
579,Gwendolyn,F,120539,0.000329884,You Are the Master of Your Attitud,"Roy T. Bennett,",attitude;choice;choices;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,1051
580,Casey,M,119894,0.000328119,"Bottom line is, even if you see 'em coming, you're not ready for the big moments. No one asks for their life to change, not really. But it does. So what are we, helpless? Puppets? No. The big moments are gonna come. You can't help that. It's what you do afterwards that counts. That's when you find out who you are.",Joss Whedon,buffy-the-vampire-slayer;changes;inspirational;life;self-determination;self-discovery;strength;whistler,1045
581,Bryce,M,119712,0.000327621,"The universe is big, its vast and complicated, and ridiculous. And sometimes, very rarely, impossible things just happen and we call them miracles. And that's the theory. Nine hundred years, never seen one yet, but this would do me.",Steven Moffat,doctor-who;inspirational;miracles;pandorica-opens;universe,1030
582,Patsy,F,119666,0.000327495,"Whenever something bad happens, keep calm, take a few deep breaths and shift the focus to something positive.",Roy T. Bennett,adversity;focus;inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-calm;life;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;stuck,1027
583,Tristan,M,119490,0.000327013,The love that moves the sun and the other stars.,Elizabeth Gilbert,inspirational;love,1013
584,Gabriella,F,119051,0.000325812,"Never let the future disturb you. You will meet it, if you have to, with the same weapons of reason which today arm you against the present.","Marcus Aurelius,",equanimity;future;inspirational;reason;stoic;stoicism;worry,1003
585,Taylor,M,118779,0.000325067,"Of all creatures that breathe and move upon the earth, nothing is bred that is weaker than man.","Homer,",inspirational;life,999
586,Leslie,M,118718,0.0003249,Everything's a risk. Not doing anything is a risk. It's up to you.,"Nicola Yoon,",inspirational,980
587,Maggie,F,118580,0.000324523,It's the children the world almost breaks who grow up to save it.,Frank Warren,breaking;children;hope;inspirational;inspiring;pith;save;world,976
588,Miranda,F,118527,0.000324378,If you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.,Roald Dahl,happy;inspirational,972
589,Darren,M,118362,0.000323926,"To call woman the weaker sex is a libel; it is man's injustice to woman. If by strength is meant brute strength, then, indeed, is woman less brute than man. If by strength is meant moral power, then woman is immeasurably man's superior. Has she not greater intuition, is she not more self-sacrificing, has she not greater powers of endurance, has she not greater courage? Without her, man could not be. If nonviolence is the law of our being, the future is with woman. Who can make a more effective appeal to the heart than woman?",Mahatma Gandhi,empowerment;equality;feminist;gandhi;gender;inspirational;men;strength;women,971
590,Delores,F,118306,0.000323773,"If you're horrible to me, I'm going to write a song about it, and you won't like it. That's how I operate.",Taylor Swift,bullying;humor;inspirational;people;song;song-writing;taylor-swift,970
591,Milton,M,118010,0.000322963,People say that eyes are windows to the soul.,"Khaled Hosseini,",inspirational;life;metaphor,970
592,Duane,M,117583,0.000321794,Shallow men believe in luck or in circumstance. Strong men believe in cause and effect.,Ralph Waldo Emerson,causality;causation;cause-and-effect;chance;darwinism;inspirational;kalam-cosmological-argument;luck;naturalism;necessity;serendipity,968
593,Preston,M,116598,0.000319098,"It was always the becoming he dreamed of, never the being.","F. Scott Fitzgerald,",inspirational;life,966
594,Kylie,F,115870,0.000317106,"Behind every trial and sorrow that He makes us shoulder, God has a reason.","Khaled Hosseini,",inspirational;reason;sorrow;trial,962
595,Reginald,M,115163,0.000315171,"A dream is a wish your heart makes, when you're fast asleep.","Walt Disney Company,",inspirational,958
